"radius_mm";"angle_rad";"angle_degree";"Post. Elevation BFTA_[um]"
0.00000;;;0.00000
0.10000;0.00000;0;-0.07325
0.20000;0.00000;0;-0.11406
0.30000;0.00000;0;-0.12282
0.40000;0.00000;0;-0.09996
0.50000;0.00000;0;-0.04602
0.60000;0.00000;0;0.03835
0.70000;0.00000;0;0.15231
0.80000;0.00000;0;0.29483
0.90000;0.00000;0;0.46460
1.00000;0.00000;0;0.65996
1.10000;0.00000;0;0.87883
1.20000;0.00000;0;1.11864
1.30000;0.00000;0;1.37621
1.40000;0.00000;0;1.64768
1.50000;0.00000;0;1.92837
1.60000;0.00000;0;2.21270
1.70000;0.00000;0;2.49403
1.80000;0.00000;0;2.76454
1.90000;0.00000;0;3.01511
2.00000;0.00000;0;3.23513
2.10000;0.00000;0;3.41236
2.20000;0.00000;0;3.53278
2.30000;0.00000;0;3.58039
2.40000;0.00000;0;3.53703
2.50000;0.00000;0;3.38223
2.60000;0.00000;0;3.09294
2.70000;0.00000;0;2.64337
2.80000;0.00000;0;2.00477
2.90000;0.00000;0;1.14519
3.00000;0.00000;0;0.02927
3.10000;0.00000;0;-1.38202
3.20000;0.00000;0;-3.13164
3.30000;0.00000;0;-5.26669
3.40000;0.00000;0;-7.83874
3.50000;0.00000;0;-10.90404
3.60000;0.00000;0;-14.52385
3.70000;0.00000;0;-18.76470
3.80000;0.00000;0;-23.69872
3.90000;0.00000;0;-29.40391
4.00000;0.00000;0;-35.96447
4.10000;0.00000;0;-43.47115
4.20000;0.00000;0;-52.02153
4.30000;0.00000;0;-61.72041
4.40000;0.00000;0;-72.68012
4.50000;0.00000;0;-85.02090
4.60000;0.00000;0;-98.87125
4.70000;0.00000;0;-114.36832
4.80000;0.00000;0;-131.65828
4.90000;0.00000;0;-150.89670
5.00000;0.00000;0;-172.24897
0.10000;3.14159;180;0.10603
0.20000;3.14159;180;0.24514
0.30000;3.14159;180;0.41759
0.40000;3.14159;180;0.62361
0.50000;3.14159;180;0.86338
0.60000;3.14159;180;1.13697
0.70000;3.14159;180;1.44437
0.80000;3.14159;180;1.78540
0.90000;3.14159;180;2.15969
1.00000;3.14159;180;2.56659
1.10000;3.14159;180;3.00517
1.20000;3.14159;180;3.47406
1.30000;3.14159;180;3.97144
1.40000;3.14159;180;4.49492
1.50000;3.14159;180;5.04144
1.60000;3.14159;180;5.60719
1.70000;3.14159;180;6.18744
1.80000;3.14159;180;6.77647
1.90000;3.14159;180;7.36745
2.00000;3.14159;180;7.95223
2.10000;3.14159;180;8.52125
2.20000;3.14159;180;9.06338
2.30000;3.14159;180;9.56574
2.40000;3.14159;180;10.01353
2.50000;3.14159;180;10.38986
2.60000;3.14159;180;10.67554
2.70000;3.14159;180;10.84890
2.80000;3.14159;180;10.88561
2.90000;3.14159;180;10.75841
3.00000;3.14159;180;10.43691
3.10000;3.14159;180;9.88740
3.20000;3.14159;180;9.07255
3.30000;3.14159;180;7.95120
3.40000;3.14159;180;6.47810
3.50000;3.14159;180;4.60364
3.60000;3.14159;180;2.27359
3.70000;3.14159;180;-0.57120
3.80000;3.14159;180;-3.99506
3.90000;3.14159;180;-8.06782
4.00000;3.14159;180;-12.86510
4.10000;3.14159;180;-18.46864
4.20000;3.14159;180;-24.96660
4.30000;3.14159;180;-32.45389
4.40000;3.14159;180;-41.03252
4.50000;3.14159;180;-50.81196
4.60000;3.14159;180;-61.90946
4.70000;3.14159;180;-74.45041
4.80000;3.14159;180;-88.56875
4.90000;3.14159;180;-104.40733
5.00000;3.14159;180;-122.11828
0.10000;0.01745;1;-0.14002
0.20000;0.01745;1;-0.24326
0.30000;0.01745;1;-0.30981
0.40000;0.01745;1;-0.33984
0.50000;0.01745;1;-0.33373
0.60000;0.01745;1;-0.29201
0.70000;0.01745;1;-0.21547
0.80000;0.01745;1;-0.10515
0.90000;0.01745;1;0.03754
1.00000;0.01745;1;0.21084
1.10000;0.01745;1;0.41249
1.20000;0.01745;1;0.63972
1.30000;0.01745;1;0.88911
1.40000;0.01745;1;1.15653
1.50000;0.01745;1;1.43706
1.60000;0.01745;1;1.72483
1.70000;0.01745;1;2.01295
1.80000;0.01745;1;2.29337
1.90000;0.01745;1;2.55676
2.00000;0.01745;1;2.79236
2.10000;0.01745;1;2.98786
2.20000;0.01745;1;3.12924
2.30000;0.01745;1;3.20058
2.40000;0.01745;1;3.18396
2.50000;0.01745;1;3.05922
2.60000;0.01745;1;2.80383
2.70000;0.01745;1;2.39267
2.80000;0.01745;1;1.79785
2.90000;0.01745;1;0.98851
3.00000;0.01745;1;-0.06940
3.10000;0.01745;1;-1.41334
3.20000;0.01745;1;-3.08439
3.30000;0.01745;1;-5.12747
3.40000;0.01745;1;-7.59165
3.50000;0.01745;1;-10.53028
3.60000;0.01745;1;-14.00137
