"radius_mm";"angle_rad";"angle_degree";"HEIGHT-post_ [mm]"
0.00000;;;41.60116
0.10000;0.00000;0;41.59956
0.20000;0.00000;0;41.59631
0.30000;0.00000;0;41.59140
0.40000;0.00000;0;41.58484
0.50000;0.00000;0;41.57662
0.60000;0.00000;0;41.56675
0.70000;0.00000;0;41.55522
0.80000;0.00000;0;41.54203
0.90000;0.00000;0;41.52718
1.00000;0.00000;0;41.51067
1.10000;0.00000;0;41.49247
1.20000;0.00000;0;41.47259
1.30000;0.00000;0;41.45102
1.40000;0.00000;0;41.42774
1.50000;0.00000;0;41.40275
1.60000;0.00000;0;41.37603
1.70000;0.00000;0;41.34758
1.80000;0.00000;0;41.31739
1.90000;0.00000;0;41.28545
2.00000;0.00000;0;41.25175
2.10000;0.00000;0;41.21628
2.20000;0.00000;0;41.17905
2.30000;0.00000;0;41.14003
2.40000;0.00000;0;41.09922
2.50000;0.00000;0;41.05662
2.60000;0.00000;0;41.01221
2.70000;0.00000;0;40.96597
2.80000;0.00000;0;40.91790
2.90000;0.00000;0;40.86797
3.00000;0.00000;0;40.81615
3.10000;0.00000;0;40.76242
3.20000;0.00000;0;40.70674
3.30000;0.00000;0;40.64906
3.40000;0.00000;0;40.58935
3.50000;0.00000;0;40.52753
3.60000;0.00000;0;40.46353
3.70000;0.00000;0;40.39729
3.80000;0.00000;0;40.32869
3.90000;0.00000;0;40.25764
4.00000;0.00000;0;40.18400
4.10000;0.00000;0;40.10763
4.20000;0.00000;0;40.02836
4.30000;0.00000;0;39.94599
4.40000;0.00000;0;39.86031
4.50000;0.00000;0;39.77106
4.60000;0.00000;0;39.67794
4.70000;0.00000;0;39.58060
4.80000;0.00000;0;39.47865
4.90000;0.00000;0;39.37160
5.00000;0.00000;0;39.25889
0.10000;3.14159;180;41.60109
0.20000;3.14159;180;41.59937
0.30000;3.14159;180;41.59598
0.40000;3.14159;180;41.59093
0.50000;3.14159;180;41.58422
0.60000;3.14159;180;41.57585
0.70000;3.14159;180;41.56582
0.80000;3.14159;180;41.55412
0.90000;3.14159;180;41.54075
1.00000;3.14159;180;41.52570
1.10000;3.14159;180;41.50897
1.20000;3.14159;180;41.49052
1.30000;3.14159;180;41.47033
1.40000;3.14159;180;41.44839
1.50000;3.14159;180;41.42465
1.60000;3.14159;180;41.39908
1.70000;3.14159;180;41.37163
1.80000;3.14159;180;41.34227
1.90000;3.14159;180;41.31094
2.00000;3.14159;180;41.27762
2.10000;3.14159;180;41.24225
2.20000;3.14159;180;41.20482
2.30000;3.14159;180;41.16530
2.40000;3.14159;180;41.12369
2.50000;3.14159;180;41.07999
2.60000;3.14159;180;41.03422
2.70000;3.14159;180;40.98641
2.80000;3.14159;180;40.93662
2.90000;3.14159;180;40.88490
3.00000;3.14159;180;40.83132
3.10000;3.14159;180;40.77597
3.20000;3.14159;180;40.71893
3.30000;3.14159;180;40.66030
3.40000;3.14159;180;40.60015
3.50000;3.14159;180;40.53856
3.60000;3.14159;180;40.47558
3.70000;3.14159;180;40.41126
3.80000;3.14159;180;40.34562
3.90000;3.14159;180;40.27862
4.00000;3.14159;180;40.21022
4.10000;3.14159;180;40.14034
4.20000;3.14159;180;40.06882
4.30000;3.14159;180;39.99550
4.40000;3.14159;180;39.92014
4.50000;3.14159;180;39.84246
4.60000;3.14159;180;39.76214
4.70000;3.14159;180;39.67878
4.80000;3.14159;180;39.59192
4.90000;3.14159;180;39.50106
5.00000;3.14159;180;39.40559
0.10000;0.01745;1;41.59957
0.20000;0.01745;1;41.59632
0.30000;0.01745;1;41.59142
0.40000;0.01745;1;41.58487
0.50000;0.01745;1;41.57666
0.60000;0.01745;1;41.56680
0.70000;0.01745;1;41.55529
0.80000;0.01745;1;41.54212
0.90000;0.01745;1;41.52728
1.00000;0.01745;1;41.51078
1.10000;0.01745;1;41.49260
1.20000;0.01745;1;41.47273
1.30000;0.01745;1;41.45117
1.40000;0.01745;1;41.42791
1.50000;0.01745;1;41.40293
1.60000;0.01745;1;41.37623
1.70000;0.01745;1;41.34779
1.80000;0.01745;1;41.31762
1.90000;0.01745;1;41.28569
2.00000;0.01745;1;41.25201
2.10000;0.01745;1;41.21656
2.20000;0.01745;1;41.17934
2.30000;0.01745;1;41.14035
2.40000;0.01745;1;41.09957
2.50000;0.01745;1;41.05699
2.60000;0.01745;1;41.01261
2.70000;0.01745;1;40.96641
2.80000;0.01745;1;40.91838
2.90000;0.01745;1;40.86849
3.00000;0.01745;1;40.81672
3.10000;0.01745;1;40.76304
3.20000;0.01745;1;40.70742
3.30000;0.01745;1;40.64981
3.40000;0.01745;1;40.59017
3.50000;0.01745;1;40.52843
3.60000;0.01745;1;40.46452
3.70000;0.01745;1;40.39837
3.80000;0.01745;1;40.32988
3.90000;0.01745;1;40.25894
4.00000;0.01745;1;40.18542
4.10000;0.01745;1;40.10917
4.20000;0.01745;1;40.03004
4.30000;0.01745;1;39.94781
4.40000;0.01745;1;39.86229
4.50000;0.01745;1;39.77319
4.60000;0.01745;1;39.68024
4.70000;0.01745;1;39.58308
